"","...1","respID","qID","altID","obsID","value","penalty","accessibility","incentive_cash","incentive_grocery_store","incentive_internet","incentive_sport_tickets","outsideGood","incentive_label","penalty_label","accessibility_label","no_vaccine_label"
"196",10098,10,8,2,98,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"197",99,10,9,1,99,0,0,10,0,0,0,1,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"198",10099,10,9,2,99,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"199",100,10,10,1,100,0,1000,10,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"200",10100,10,10,2,100,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"201",101,11,1,1,101,100,0,1,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"202",10101,11,1,2,101,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"203",102,11,2,1,102,1000,0,0,1,0,0,0,0,"$1000 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"204",10102,11,2,2,102,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"205",103,11,3,1,103,200,500,0,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",NA
"206",10103,11,3,2,103,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"207",104,11,4,1,104,50,0,3,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"208",10104,11,4,2,104,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"209",105,11,5,1,105,300,100,3,1,0,0,0,0,"$300 in cash","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"210",10105,11,5,2,105,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"211",106,11,6,1,106,0,200,0,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $200 fine for non-compliance","Door-door vaccinations",NA
"212",10106,11,6,2,106,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"213",107,11,7,1,107,500,0,10,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"214",10107,11,7,2,107,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"215",108,11,8,1,108,1000,50,1,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"216",10108,11,8,2,108,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"217",109,11,9,1,109,1000,0,3,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"218",10109,11,9,2,109,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"219",110,11,10,1,110,500,0,1,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"220",10110,11,10,2,110,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"221",111,12,1,1,111,500,50,0,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",NA
"222",10111,12,1,2,111,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"223",112,12,2,1,112,50,0,0,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"224",10112,12,2,2,112,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"225",113,12,3,1,113,1000,500,0,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",NA
"226",10113,12,3,2,113,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"227",114,12,4,1,114,0,100,10,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"228",10114,12,4,2,114,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"229",115,12,5,1,115,100,50,1,1,0,0,0,0,"$100 in cash","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"230",10115,12,5,2,115,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"231",116,12,6,1,116,0,0,0,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"232",10116,12,6,2,116,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"233",117,12,7,1,117,100,0,0,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"234",10117,12,7,2,117,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"235",118,12,8,1,118,500,0,0,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"236",10118,12,8,2,118,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"237",119,12,9,1,119,500,0,0,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"238",10119,12,9,2,119,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"239",120,12,10,1,120,100,300,1,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"240",10120,12,10,2,120,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"241",121,13,1,1,121,100,0,3,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"242",10121,13,1,2,121,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"243",122,13,2,1,122,0,1000,3,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"244",10122,13,2,2,122,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"245",123,13,3,1,123,300,50,0,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",NA
"246",10123,13,3,2,123,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"247",124,13,4,1,124,500,100,1,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"248",10124,13,4,2,124,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"249",125,13,5,1,125,50,0,3,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"250",10125,13,5,2,125,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"251",126,13,6,1,126,200,0,0,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"252",10126,13,6,2,126,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"253",127,13,7,1,127,0,0,1,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"254",10127,13,7,2,127,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"255",128,13,8,1,128,500,100,1,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"256",10128,13,8,2,128,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"257",129,13,9,1,129,300,0,10,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"258",10129,13,9,2,129,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"259",130,13,10,1,130,50,0,1,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"260",10130,13,10,2,130,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"261",131,14,1,1,131,500,0,10,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"262",10131,14,1,2,131,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"263",132,14,2,1,132,50,0,1,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"264",10132,14,2,2,132,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"265",133,14,3,1,133,0,0,10,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"266",10133,14,3,2,133,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"267",134,14,4,1,134,1000,0,3,1,0,0,0,0,"$1000 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"268",10134,14,4,2,134,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"269",135,14,5,1,135,1000,100,1,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"270",10135,14,5,2,135,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"271",136,14,6,1,136,200,1000,0,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine mandated, $1000 fine for non-compliance","Door-door vaccinations",NA
"272",10136,14,6,2,136,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"273",137,14,7,1,137,300,50,3,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"274",10137,14,7,2,137,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"275",138,14,8,1,138,50,0,1,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"276",10138,14,8,2,138,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"277",139,14,9,1,139,500,0,1,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"278",10139,14,9,2,139,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"279",140,14,10,1,140,500,0,10,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"280",10140,14,10,2,140,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"281",141,15,1,1,141,50,0,0,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"282",10141,15,1,2,141,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"283",142,15,2,1,142,1000,100,3,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"284",10142,15,2,2,142,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"285",143,15,3,1,143,50,0,0,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"286",10143,15,3,2,143,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"287",144,15,4,1,144,1000,1000,0,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $1000 fine for non-compliance","Door-door vaccinations",NA
"288",10144,15,4,2,144,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"289",145,15,5,1,145,500,0,1,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"290",10145,15,5,2,145,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"291",146,15,6,1,146,1000,0,0,1,0,0,0,0,"$1000 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"292",10146,15,6,2,146,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"293",147,15,7,1,147,50,0,10,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"294",10147,15,7,2,147,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"295",148,15,8,1,148,100,100,3,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"296",10148,15,8,2,148,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"297",149,15,9,1,149,200,300,10,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"298",10149,15,9,2,149,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"299",150,15,10,1,150,200,200,10,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"300",10150,15,10,2,150,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"301",151,16,1,1,151,300,0,0,1,0,0,0,0,"$300 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"302",10151,16,1,2,151,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"303",152,16,2,1,152,0,1000,1,0,0,1,0,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"304",10152,16,2,2,152,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"305",153,16,3,1,153,1000,0,10,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"306",10153,16,3,2,153,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"307",154,16,4,1,154,500,0,1,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"308",10154,16,4,2,154,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"309",155,16,5,1,155,200,500,3,1,0,0,0,0,"$200 in cash","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"310",10155,16,5,2,155,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"311",156,16,6,1,156,0,100,1,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
