"","respID","qID","altID","obsID","value","penalty","accessibility","incentive_cash","incentive_grocery_store","incentive_internet","incentive_sport_tickets","outsideGood","incentive_label","penalty_label","accessibility_label","no_vaccine_label"
"108",14,4,1,108,0,0,3,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8108",14,4,2,108,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"109",14,5,1,109,1000,0,1,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8109",14,5,2,109,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"110",14,6,1,110,0,300,10,0,1,0,0,0,"No incentives for compliance","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8110",14,6,2,110,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"111",14,7,1,111,50,0,3,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8111",14,7,2,111,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"112",14,8,1,112,100,300,3,1,0,0,0,0,"$100 in cash","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8112",14,8,2,112,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"113",15,1,1,113,200,100,10,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8113",15,1,2,113,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"114",15,2,1,114,1000,50,10,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8114",15,2,2,114,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"115",15,3,1,115,0,300,1,0,1,0,0,0,"No incentives for compliance","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8115",15,3,2,115,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"116",15,4,1,116,1000,100,0,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",""
"8116",15,4,2,116,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"117",15,5,1,117,300,300,3,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8117",15,5,2,117,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"118",15,6,1,118,50,0,1,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8118",15,6,2,118,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"119",15,7,1,119,50,50,10,1,0,0,0,0,"$50 in cash","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8119",15,7,2,119,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"120",15,8,1,120,200,0,10,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8120",15,8,2,120,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"121",16,1,1,121,1000,200,10,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8121",16,1,2,121,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"122",16,2,1,122,1000,1000,1,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8122",16,2,2,122,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"123",16,3,1,123,1000,200,1,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8123",16,3,2,123,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"124",16,4,1,124,100,200,10,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8124",16,4,2,124,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"125",16,5,1,125,0,300,1,0,0,1,0,0,"No incentives for compliance","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8125",16,5,2,125,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"126",16,6,1,126,500,50,0,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",""
"8126",16,6,2,126,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"127",16,7,1,127,200,500,10,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8127",16,7,2,127,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"128",16,8,1,128,0,0,10,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8128",16,8,2,128,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"129",17,1,1,129,50,0,0,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"8129",17,1,2,129,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"130",17,2,1,130,1000,1000,10,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8130",17,2,2,130,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"131",17,3,1,131,100,0,0,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"8131",17,3,2,131,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"132",17,4,1,132,50,0,10,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8132",17,4,2,132,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"133",17,5,1,133,300,1000,10,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8133",17,5,2,133,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"134",17,6,1,134,50,1000,3,1,0,0,0,0,"$50 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8134",17,6,2,134,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"135",17,7,1,135,200,300,3,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8135",17,7,2,135,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"136",17,8,1,136,500,0,10,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8136",17,8,2,136,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"137",18,1,1,137,0,0,10,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8137",18,1,2,137,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"138",18,2,1,138,1000,0,1,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8138",18,2,2,138,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"139",18,3,1,139,200,500,3,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8139",18,3,2,139,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"140",18,4,1,140,1000,100,1,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8140",18,4,2,140,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"141",18,5,1,141,50,200,0,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Door-door vaccinations",""
"8141",18,5,2,141,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"142",18,6,1,142,200,0,0,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"8142",18,6,2,142,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"143",18,7,1,143,300,200,0,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Door-door vaccinations",""
"8143",18,7,2,143,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"144",18,8,1,144,500,500,1,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8144",18,8,2,144,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"145",19,1,1,145,200,1000,10,1,0,0,0,0,"$200 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8145",19,1,2,145,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"146",19,2,1,146,300,50,1,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8146",19,2,2,146,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"147",19,3,1,147,100,100,0,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",""
"8147",19,3,2,147,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"148",19,4,1,148,200,300,1,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8148",19,4,2,148,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"149",19,5,1,149,500,200,1,1,0,0,0,0,"$500 in cash","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8149",19,5,2,149,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"150",19,6,1,150,50,0,1,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8150",19,6,2,150,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"151",19,7,1,151,1000,0,3,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8151",19,7,2,151,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"152",19,8,1,152,50,1000,10,1,0,0,0,0,"$50 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8152",19,8,2,152,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"153",20,1,1,153,300,0,1,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8153",20,1,2,153,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"154",20,2,1,154,0,0,10,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8154",20,2,2,154,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"155",20,3,1,155,0,1000,1,0,0,1,0,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8155",20,3,2,155,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"156",20,4,1,156,100,0,10,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8156",20,4,2,156,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"157",20,5,1,157,100,300,1,1,0,0,0,0,"$100 in cash","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"8157",20,5,2,157,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"158",20,6,1,158,0,0,10,0,0,0,1,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8158",20,6,2,158,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"159",20,7,1,159,50,0,3,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"8159",20,7,2,159,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"160",20,8,1,160,200,300,10,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"8160",20,8,2,160,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
